master_id,lineage_id,name,first_public_year,time_scope,resource_type,trainability,is_independent_dataset,is_direct_robot_trainable,origin,embodiment,full_body_tier,hours,episodes,tasks,modalities,storage_format,access_bucket,access_status,download_verified,license,parent_aggregate,versions,primary_url,evidence_urls,evidence_level,source_scope,dedup_note,last_verified,citation_count,influence_tier,impact_score,verification_state,verification_note,official_source_count,project_url,semantic_scholar_url
R0153,maniskill-hab,ManiSkill-HAB,2024,2022—2026主窗口,Benchmark/任务库,附带大规模演示,false,false,仿真,移动操作,对照,,,家庭重排低层操作,,,可直接下载,代码和演示开放,是,未核验,,ManiSkill-HAB (2024),https://arxiv.org/abs/2412.13211,https://arxiv.org/abs/2412.13211,B,arXiv精确题名检索,,2026-09-02,30,成长中,343.4,论文已核验·未见独立入口,论文身份与摘要已核验；截至2026-09-02未检出可交叉确认的独立项目或下载入口,1,,https://www.semanticscholar.org/paper/5c601530f798283890635475e80f57a5e5f69642
R0220,hommi,HoMMI,2026,2022—2026主窗口,采集系统,系统本身不等于数据集,false,false,robot-free人类示范+第一视角,轮式全身移动操作,对照,,,双臂、导航、主动感知与长时程移动操作,第一视角视觉;手眼轨迹;人体示范,,仅代码/论文,论文与官方项目/代码入口已核验；未确认独立数据包,待核验,未核验,,HoMMI (2026),https://arxiv.org/abs/2603.03243,https://arxiv.org/abs/2603.03243；https://hommi-robot.github.io/；https://hommi-robot.github.io,A,arXiv第二轮反向查漏,,2026-09-02,20,成长中,304.5,来源与开放状态已核验,论文/数据卡与官方项目入口交叉核验,3,https://hommi-robot.github.io/,https://www.semanticscholar.org/paper/9c19e52f3dcd1cd0a617923073adf4547a58d084
R0146,scenereplica,SceneReplica,2023,2022—2026主窗口,Benchmark/任务库,任务与评测为主,false,false,可复现实景与机器人操作,移动/固定操作平台,对照,,,真实场景复现、感知与操作评测,,,未发现公开入口,论文身份与资源描述已核验；截至2026-09-02未发现可交叉确认的独立项目或下载入口,待核验,未核验,,SceneReplica (2023),https://arxiv.org/abs/2306.15620,https://arxiv.org/abs/2306.15620,B,arXiv第四轮查漏,,2026-09-02,16,成长中,283.3,论文已核验·未见独立入口,论文身份与摘要已核验；截至2026-09-02未检出可交叉确认的独立项目或下载入口,1,,https://www.semanticscholar.org/paper/10a1ae658f41a425e4e1016fafafa0662930d1a2
R0159,labutopia,LabUtopia,2025,2022—2026主窗口,Benchmark/任务库,任务与评测为主,false,false,多物理实验室仿真,科学实验具身agent/移动操作,对照,,,30任务、5级层次，从原子动作到长时程移动操作,,,未发现公开入口,论文身份与资源描述已核验；截至2026-09-02未发现可交叉确认的独立项目或下载入口,待核验,未核验,,LabUtopia (2025),https://arxiv.org/abs/2505.22634,https://arxiv.org/abs/2505.22634,B,arXiv第三轮反向查漏,,2026-09-02,15,成长中,277.3,论文已核验·未见独立入口,论文身份与摘要已核验；截至2026-09-02未检出可交叉确认的独立项目或下载入口,1,,https://www.semanticscholar.org/paper/ea525c4b59d833ee8b45d8c3b98d304790b8f3ab
R0089,airoa-moma-dataset,AIRoA MoMa Dataset,2025,2022—2026主窗口,独立数据集,可直接用于机器人策略训练,true,true,分层移动操作数据,移动机械臂,对照,,,大规模分层移动操作,,,部分开放/分散获取,论文、项目与数据托管入口已核验；具体分包与许可见项目页,待核验,未核验,,AIRoA MoMa Dataset (2025),https://arxiv.org/abs/2509.25032,https://arxiv.org/abs/2509.25032；https://huggingface.co/datasets/airoa-org/airoa-moma,A,arXiv第四轮查漏,,2026-09-02,7,新近/小众,207.9,来源与开放状态已核验,论文/数据卡与官方项目入口交叉核验,2,https://huggingface.co/datasets/airoa-org/airoa-moma,https://www.semanticscholar.org/paper/7685411608a29a0553330396ffff13fc42505f8a
R0227,tripilot-ff,TriPilot-FF,2026,2022—2026主窗口,采集系统,系统本身不等于数据集,false,false,脚踏底盘+双臂leader-follower力反馈,轮式双臂移动操作,对照,,,长时程移动与精细双臂协同,视觉;LiDAR;踏板力反馈;臂端力;状态与动作,,仅代码/论文,踏板设计与完整软件栈开源；未见独立数据包,无数据包,未核验,,TriPilot-FF (2026),https://arxiv.org/abs/2602.09888,https://arxiv.org/abs/2602.09888,A,arXiv第二轮反向查漏,,2026-09-02,7,新近/小众,207.9,来源与开放状态已核验,机构数据卡或官方数据入口核验,1,,https://www.semanticscholar.org/paper/3035104ff648fe75753077b3a67847a849425265
R0151,lambda-mobile-manipulation-benchmark,Lambda Mobile Manipulation Benchmark,2024,2022—2026主窗口,Benchmark/任务库,任务与评测为主,false,false,长时程室内移动操作,移动机械臂,对照,,,长时程任务的数据效率评测,,,未发现公开入口,论文身份与资源描述已核验；截至2026-09-02未发现可交叉确认的独立项目或下载入口,待核验,未核验,,Lambda Mobile Manipulation Benchmark (2024),https://arxiv.org/abs/2412.05313,https://arxiv.org/abs/2412.05313,B,arXiv第四轮查漏,,2026-09-02,5,新近/小众,179.2,论文已核验·未见独立入口,论文身份与摘要已核验；截至2026-09-02未检出可交叉确认的独立项目或下载入口,1,,https://www.semanticscholar.org/paper/f9ec54952710be4b3eda834d3f869027f9db496c
R0158,emmoe,EMMOE,2025,2022—2026主窗口,Benchmark/任务库,任务与评测为主,false,false,开放环境移动操作,移动机械臂,对照,,,开放环境具身移动操作综合评测,,,未发现公开入口,论文身份与资源描述已核验；截至2026-09-02未发现可交叉确认的独立项目或下载入口,待核验,未核验,,EMMOE (2025),https://arxiv.org/abs/2503.08604,https://arxiv.org/abs/2503.08604,B,arXiv第四轮查漏,,2026-09-02,4,新近/小众,160.9,论文已核验·未见独立入口,论文身份与摘要已核验；截至2026-09-02未检出可交叉确认的独立项目或下载入口,1,,https://www.semanticscholar.org/paper/4af45db0bccd203ddfc4399215846394a18f4a44
R0169,ebench,EBench,2026,2022—2026主窗口,Benchmark/任务库,任务与评测为主,false,false,移动操作诊断评测,移动机械臂,对照,,,通用移动操作策略的原子能力诊断,,,未发现公开入口,论文身份与资源描述已核验；截至2026-09-02未发现可交叉确认的独立项目或下载入口,待核验,未核验,,EBench (2026),https://arxiv.org/abs/2606.18239,https://arxiv.org/abs/2606.18239,B,arXiv第四轮查漏,,2026-09-02,3,新近/小众,138.6,论文已核验·未见独立入口,论文身份与摘要已核验；截至2026-09-02未检出可交叉确认的独立项目或下载入口,1,,https://www.semanticscholar.org/paper/5ded8e659bc333d0ad70bbf903f2d3dc071e8cae
R0160,modesuite,MoDeSuite,2025,2022—2026主窗口,Benchmark/任务库,任务与评测为主,false,false,移动操作仿真,移动机械臂,对照,,,可变形物体移动操作,,,未发现公开入口,论文身份与资源描述已核验；截至2026-09-02未发现可交叉确认的独立项目或下载入口,待核验,未核验,,MoDeSuite (2025),https://arxiv.org/abs/2507.21796,https://arxiv.org/abs/2507.21796,B,arXiv第四轮查漏,,2026-09-02,3,新近/小众,138.6,论文已核验·未见独立入口,论文身份与摘要已核验；截至2026-09-02未检出可交叉确认的独立项目或下载入口,1,,https://www.semanticscholar.org/paper/9391b25a99832676db5038b98887dacdbf0cf1b5
R0165,behavior-skill,Behavior-Skill,2026,2022—2026主窗口,Benchmark/任务库,附带技能级观测—动作片段,false,false,BEHAVIOR家庭任务演示切分,移动操作,对照,,10000,50家庭任务、34技能类别、235492技能实例,,,可直接下载,代码与benchmark公开,是,未核验,,Behavior-Skill (2026),https://arxiv.org/abs/2608.30536,https://arxiv.org/abs/2608.30536；https://github.com/nubot-nudt/Behavior-Skill,A,2026年7—8月arXiv完整增量审计,,2026-09-02,0,新近/小众,73.7,来源与开放状态已核验,论文/数据卡与既有官方来源交叉核验,2,,https://www.semanticscholar.org/paper/fe03267406263ed9a30967f257fb6f84ebce689e
R0247,1x-world-model-dataset-internal-home-data,1X World Model Dataset + internal home data,2024,2022—2026主窗口,聚合/混合/内部数据,聚合或内部训练混合,false,false,真实机器人+人类遥操作,轮式humanoid移动操作（公开页为EVE）,对照,100,,家庭移动操作、人机环境交互、世界模型预测,视频;平台动作;公开数据为向量量化视频,公开向量量化视频+内部高分辨率格式,未公开/内部,100+小时向量量化视频及基线公开；完整高分辨率集未开放,否,公开子集Apache-2.0；内部私有,,1X World Model Dataset + internal home data (2024-2026),https://www.1x.tech/discover/1x-world-model,https://www.1x.tech/discover/1x-world-model,A,原64项深读台账,,2026-09-02,0,新近/小众,69.6,来源与开放状态已核验,机构数据卡或官方数据入口核验,1,,
R0113,armdog,ARMDOG,2026,2022—2026主窗口,独立数据集,可直接用于机器人策略训练,true,true,真实腿式移动操作机器人,腿式移动平台+机械臂,对照,,,移动—操作联合控制与世界动作模型,视频;全身状态;全身动作;语言,,未发现公开入口,论文身份与资源描述已核验；截至2026-09-02未发现可交叉确认的独立项目或下载入口,待核验,未核验,,ARMDOG (2026),https://arxiv.org/abs/2608.20114,https://arxiv.org/abs/2608.20114,B,arXiv第二轮反向查漏,DECOWAM论文引入的独立真实机器人数据集；模型论文与数据谱系分开记录,2026-09-02,1,新近/小众,69.3,论文已核验·未见独立入口,论文身份与摘要已核验；截至2026-09-02未检出可交叉确认的独立项目或下载入口,1,,https://www.semanticscholar.org/paper/1fb2abe4ca8aab977cb17c15fd18bf2256a219bf
R0170,gauge,GAUGE,2026,2022—2026主窗口,Benchmark/任务库,任务与评测为主,false,false,仿真引擎与视频世界模型测量,多类机器人/物理交互,对照,,,物理真实性与世界模型评测,,,未发现公开入口,论文身份与资源描述已核验；截至2026-09-02未发现可交叉确认的独立项目或下载入口,待核验,未核验,,GAUGE (2026),https://arxiv.org/abs/2608.05948,https://arxiv.org/abs/2608.05948,B,2026年7—8月arXiv完整增量审计,,2026-09-02,1,新近/小众,69.3,论文已核验·未见独立入口,论文身份与摘要已核验；截至2026-09-02未检出可交叉确认的独立项目或下载入口,1,,https://www.semanticscholar.org/paper/1e29105bfecbea3e4d03562759e47dfffd43d9d5
R0167,cocobench,CoCoBench,2026,2022—2026主窗口,Benchmark/任务库,任务与评测为主,false,false,可执行家庭多智能体任务,多具身agent,对照,,897,任务分配、顺序、互斥与交接协调,,,未发现公开入口,论文身份与资源描述已核验；截至2026-09-02未发现可交叉确认的独立项目或下载入口,待核验,未核验,,CoCoBench (2026),https://arxiv.org/abs/2608.28266,https://arxiv.org/abs/2608.28266,B,2026年7—8月arXiv完整增量审计,,2026-09-02,0,新近/小众,54.4,论文已核验·未见独立入口,论文身份与摘要已核验；截至2026-09-02未检出可交叉确认的独立项目或下载入口,1,,https://www.semanticscholar.org/paper/1cdd39b330d34704a92763950dc5c580023af765
R0128,octosense,OctoSense,2026,2022—2026主窗口,独立数据集,可直接用于机器人策略训练,true,true,多平台户外传感,车/四足/海洋平台,对照,,382,多模态机器人感知与定位,,ROS bag/Parquet索引,部分开放/分散获取,论文、项目与数据托管入口已核验；具体分包与许可见项目页,待核验,MIT,,OctoSense (2026),https://huggingface.co/datasets/anthonytec2/OctoSense,https://huggingface.co/datasets/anthonytec2/OctoSense,A,Hugging Face论文数据卡,,2026-09-02,0,新近/小众,47.6,来源与开放状态已核验,论文/数据卡与官方项目入口交叉核验,1,https://huggingface.co/datasets/anthonytec2/OctoSense,
R0131,panovla-mobile-manipulation-dataset,PanoVLA Mobile Manipulation Dataset,2026,2022—2026主窗口,独立数据集,可直接用于机器人策略训练,true,true,真实机器人VR全身遥操作,轮式双臂移动操作,对照,5.5,,4项长时程移动双臂操作,全景视觉;局部视觉;语言;机器人状态;底盘与双臂动作,,未发现公开入口,论文身份与资源描述已核验；截至2026-09-02未发现可交叉确认的独立项目或下载入口,待核验,未核验,,PanoVLA Mobile Manipulation Dataset (2026),https://arxiv.org/abs/2608.02257,https://arxiv.org/abs/2608.02257,B,arXiv第二轮反向查漏,,2026-09-02,0,新近/小众,46.4,论文已核验·未见独立入口,论文身份与摘要已核验；截至2026-09-02未检出可交叉确认的独立项目或下载入口,1,,https://www.semanticscholar.org/paper/e797381df76ea418afe85698213b382784a531b1
R0112,acme-social-navigation-dataset,ACME Social Navigation Dataset,2026,2022—2026主窗口,独立数据集,导航训练与评测数据,true,false,多文化多本体社会导航,多类移动机器人,对照,,,跨文化社会导航,,,未发现公开入口,论文身份与资源描述已核验；截至2026-09-02未发现可交叉确认的独立项目或下载入口,待核验,未核验,,ACME Social Navigation Dataset (2026),https://arxiv.org/abs/2607.21964,https://arxiv.org/abs/2607.21964,B,2026年7—8月arXiv完整增量审计,,2026-09-02,0,新近/小众,0,论文已核验·未见独立入口,论文身份与摘要已核验；截至2026-09-02未检出可交叉确认的独立项目或下载入口,1,,https://www.semanticscholar.org/paper/725df7b2f8cab756e0da24ea84882fae393f2b24
R0090,artvip,ArtVIP,2025,2022—2026主窗口,独立数据集,可直接用于机器人策略训练,true,true,仿真资产,多本体资产上游,对照,,,476个可交互关节物体与12场景,,USD,部分开放/分散获取,论文、项目与数据托管入口已核验；具体分包与许可见项目页,待核验,Apache-2.0,,ArtVIP (2025),https://huggingface.co/datasets/X-Humanoid/ArtVIP,https://huggingface.co/datasets/X-Humanoid/ArtVIP,A,Hugging Face机构数据卡,,2026-09-02,0,新近/小众,0,来源与开放状态已核验,论文/数据卡与官方项目入口交叉核验,1,https://huggingface.co/datasets/X-Humanoid/ArtVIP,
R0114,b1k-recovery,B1K Recovery,2026,2022—2026主窗口,独立数据集,可直接用于机器人策略训练,true,true,BEHAVIOR-1K仿真,未统一披露,对照,,,失败恢复与成功演示,,LeRobot v3,部分开放/分散获取,论文、项目与数据托管入口已核验；具体分包与许可见项目页,待核验,未核验,,B1K Recovery (2026),https://huggingface.co/datasets/fastwalker1118/B1k_Recovery,https://huggingface.co/datasets/fastwalker1118/B1k_Recovery,A,Hugging Face数据卡,,2026-09-02,0,新近/小众,0,来源与开放状态已核验,论文/数据卡与官方项目入口交叉核验,1,https://huggingface.co/datasets/fastwalker1118/B1k_Recovery,
R0117,davinci,DaViNCi,2026,2022—2026主窗口,独立数据集,导航训练与评测数据,true,false,户外连续视觉语言导航,移动机器人,对照,,,含动态元素的户外连续动作VLN,,,仅代码/论文,论文与官方项目/代码入口已核验；未确认独立数据包,待核验,未核验,,DaViNCi (2026),https://arxiv.org/abs/2608.11901,https://arxiv.org/abs/2608.11901；https://xzh0312.github.io/DaViNCi/,A,2026年7—8月arXiv完整增量审计,,2026-09-02,0,新近/小众,0,来源与开放状态已核验,论文/数据卡与官方项目入口交叉核验,2,https://xzh0312.github.io/DaViNCi/,https://www.semanticscholar.org/paper/6c4501706c28efb21d3543858bdf2944aa075d88
R0096,grandtour-dataset,GrandTour Dataset,2025,2022—2026主窗口,独立数据集,可直接用于机器人策略训练,true,true,真实多传感器采集,腿式机器人/移动平台,对照,,,大范围定位、感知与导航,LiDAR;相机;IMU,,部分开放/分散获取,论文、项目与数据托管入口已核验；具体分包与许可见项目页,待核验,MIT,,GrandTour Dataset (2025),https://huggingface.co/datasets/leggedrobotics/grand_tour_dataset,https://huggingface.co/datasets/leggedrobotics/grand_tour_dataset,A,Hugging Face机构数据卡,,2026-09-02,0,新近/小众,0,来源与开放状态已核验,论文/数据卡与官方项目入口交叉核验,1,https://huggingface.co/datasets/leggedrobotics/grand_tour_dataset,
R0224,modpack,ModPack,2026,2022—2026主窗口,采集系统,系统本身不等于数据集,false,false,可扩展双臂移动操作遥操作,双臂移动机械臂,对照,,,双臂与底盘协同示范采集,,,部分开放/分散获取,论文与官方项目/代码入口已核验；数据包范围需按项目说明,待核验,未核验,,ModPack (2026),https://arxiv.org/abs/2607.19479,https://arxiv.org/abs/2607.19479；https://modpack-robotics.github.io/,A,arXiv第四轮查漏,,2026-09-02,0,新近/小众,0,来源与开放状态已核验,论文/数据卡与官方项目入口交叉核验,2,https://modpack-robotics.github.io/,https://www.semanticscholar.org/paper/cff805a40c7973c6e6021806c042b56942cb7ab4
R0183,navverse,NavVerse,2026,2022—2026主窗口,Benchmark/任务库,任务与评测为主,false,false,连续机器人导航仿真,移动机器人,对照,,,室内到室外连续导航,,,未发现公开入口,论文身份与资源描述已核验；截至2026-09-02未发现可交叉确认的独立项目或下载入口,待核验,未核验,,NavVerse (2026),https://arxiv.org/abs/2607.19695,https://arxiv.org/abs/2607.19695,B,2026年7—8月arXiv完整增量审计,,2026-09-02,0,新近/小众,0,论文已核验·未见独立入口,论文身份与摘要已核验；截至2026-09-02未检出可交叉确认的独立项目或下载入口,1,,https://www.semanticscholar.org/paper/89d912aef276d155a0bc0bd337fe5cc6a21a8da7
R0189,song,SONG,2026,2022—2026主窗口,Benchmark/任务库,任务与评测为主,false,false,照片级社会导航仿真,移动机器人/社会导航agent,对照,,,社会导航与人群交互,,,未发现公开入口,论文身份与资源描述已核验；截至2026-09-02未发现可交叉确认的独立项目或下载入口,待核验,未核验,,SONG (2026),https://arxiv.org/abs/2607.25219,https://arxiv.org/abs/2607.25219,B,2026年7—8月arXiv完整增量审计,,2026-09-02,0,新近/小众,0,论文已核验·未见独立入口,论文身份与摘要已核验；截至2026-09-02未检出可交叉确认的独立项目或下载入口,1,,https://www.semanticscholar.org/paper/959f4f123f1c514a92e1ec36a69166d8594f2e6b
R0245,wanda,WANDA,2026,2022—2026主窗口,数据生成器,生成管线/可生成训练数据,false,false,单示范真实到合成数据引擎,跨本体移动操作,对照,,,开放世界长时程移动操作,,,未发现公开入口,论文身份与资源描述已核验；截至2026-09-02未发现可交叉确认的独立项目或下载入口,待核验,未核验,,WANDA (2026),https://arxiv.org/abs/2607.13154,https://arxiv.org/abs/2607.13154,B,2026年7—8月arXiv完整增量审计,,2026-09-02,0,新近/小众,0,论文已核验·未见独立入口,论文身份与摘要已核验；截至2026-09-02未检出可交叉确认的独立项目或下载入口,1,,https://www.semanticscholar.org/paper/0811b3fecaaf8daa699a5e9f66521599a5aa56b4
R0051,motion-x,Motion-X,2023,2022—2026主窗口,独立数据集,人类上游数据,true,false,视频汇聚+MoCap重标注,人类全身、手、脸,上游,,81100,多场景表达性人体动作,SMPL-X;逐帧姿态描述;序列语义,SMPL-X参数/文本,需申请/注册,申请获取,入口已验证,CC BY-NC-SA及上游混合条款,,Motion-X (2023)；Motion-X++ (2025),https://motion-x-dataset.github.io/,https://motion-x-dataset.github.io/；https://github.com/IDEA-Research/Motion-X；https://arxiv.org/abs/2501.05098,A,原64项深读台账,,2026-09-02,45,高影响,973.3,来源与开放状态已核验,论文/数据卡与官方项目入口交叉核验,3,https://motion-x-dataset.github.io/,https://www.semanticscholar.org/paper/6ec36e165a73b4f3ef3fd6295c19a9b12e16c649
R0011,ego4d,Ego4D,2022,2022—2026主窗口,独立数据集,人类上游数据,true,false,真实人类,人类第一视角,上游,3670,,日常活动、手物交互、社交与记忆,第一视角视频;音频;语言标注,视频+JSON标注,需申请/注册,需签署许可后下载,入口已验证,Ego4D license,,Ego4D (2022),https://ego4d-data.org/,https://ego4d-data.org/；https://arxiv.org/abs/2110.07058,A,原64项深读台账,,2026-09-02,2002,高影响,858.7,来源与开放状态已核验,论文/数据卡与既有官方来源交叉核验,2,,https://www.semanticscholar.org/paper/848eb8367785910c2fe31372605954ad8f9dfe6c
R0041,ego-exo4d,Ego-Exo4D,2023,2022—2026主窗口,独立数据集,人类上游数据,true,false,真实人类,人类全身/手/物体,上游,1286.3,5035,烹饪、运动、音乐、维修、健康等技能活动,同步ego/exo视频;音频;语言;姿态/基准标注,视频+标注+CLI,需申请/注册,签署许可后公开下载,入口已验证,Ego-Exo4D license,,Ego-Exo4D (2023/2024),https://ego-exo4d-data.org/,https://ego-exo4d-data.org/；https://arxiv.org/abs/2311.18259,A,原64项深读台账,,2026-09-02,571,高影响,725.5,来源与开放状态已核验,论文/数据卡与既有官方来源交叉核验,2,,https://www.semanticscholar.org/paper/2f053d26f76df3327651b65e14d4ea24aa8772fa
R0014,hoi4d,HOI4D,2022,2022—2026主窗口,独立数据集,人类上游数据,true,false,真实人类,人类手/上身,上游,,4000,手物交互与工具使用,RGB-D;手姿;物体位姿;动作分割,视频/点云/标注,需申请/注册,需申请/项目下载,入口已验证,研究条款,,HOI4D (2022),https://hoi4d.github.io/,https://hoi4d.github.io/；https://arxiv.org/abs/2203.01577,A,原64项深读台账,,2026-09-02,402,高影响,666.2,来源与开放状态已核验,论文/数据卡与官方项目入口交叉核验,2,https://hoi4d.github.io/,https://www.semanticscholar.org/paper/2a0b8be3594e8163f9ea4988658223d7c46cfcb3
R0003,assembly101,Assembly101,2022,2022—2026主窗口,独立数据集,人类上游数据,true,false,多视角人类视频,人类手/上身,上游,,,程序化组装活动,,,需申请/注册,申请/协议后获取,入口已验证,未核验,,Assembly101 (2022),https://arxiv.org/abs/2203.14712,https://arxiv.org/abs/2203.14712,B,OpenAlex精确题名检索,,2026-09-02,399,高影响,599.1,论文已核验·未见独立入口,论文身份与摘要已核验；截至2026-09-02未检出可交叉确认的独立项目或下载入口,1,,https://www.semanticscholar.org/paper/8699794561b74e461fa86e1a9dcd5de74d6d7f6d
R0002,arctic,ARCTIC,2022,2022—2026主窗口,独立数据集,人类上游数据,true,false,人体双手物体采集,人类双手/上身,上游,,,双手关节物体操作,,,需申请/注册,需申请获取,入口已验证,未核验,,ARCTIC (2022),https://arxiv.org/abs/2204.13662,https://arxiv.org/abs/2204.13662,B,OpenAlex精确题名检索,,2026-09-02,385,高影响,595.6,论文已核验·未见独立入口,论文身份与摘要已核验；截至2026-09-02未检出可交叉确认的独立项目或下载入口,1,,https://www.semanticscholar.org/paper/35ddd30024c4390d8e8f363d1a1e8c0e74654643
R0007,behave,BEHAVE,2022,2022—2026主窗口,独立数据集,人类上游数据,true,false,多视角人体采集,人类全身+物体,上游,,,人-物交互跟踪,,,需申请/注册,需按项目条款申请,入口已验证,未核验,,BEHAVE (2022),https://arxiv.org/abs/2204.06950,https://arxiv.org/abs/2204.06950,B,OpenAlex精确题名检索,,2026-09-02,332,高影响,580.8,论文已核验·未见独立入口,论文身份与摘要已核验；截至2026-09-02未检出可交叉确认的独立项目或下载入口,1,,https://www.semanticscholar.org/paper/831f9c2ccd2017a5391709b190ed258d3655797a
R0092,egodex,EgoDex,2025,2022—2026主窗口,独立数据集,人类上游数据,true,false,大规模第一视角视频,人类手物,上游,,,灵巧操作重建与机器人迁移,,,可直接下载,Hugging Face数据可下载,是,未核验,,EgoDex (2025),https://arxiv.org/abs/2505.11709,https://arxiv.org/abs/2505.11709；https://huggingface.co/datasets/griffinlabs/EgoDex-LeRobot-v3.0；https://github.com/apple/ml-egodex,A,OpenAlex+Hugging Face,,2026-09-02,204,高影响,532.3,来源与开放状态已核验,论文/数据卡与官方项目入口交叉核验,3,https://huggingface.co/datasets/griffinlabs/EgoDex-LeRobot-v3.0,https://www.semanticscholar.org/paper/f2025c3ceb4cf9c2034d62ea583d49a7ba356514
R0045,holoassist,HoloAssist,2023,2022—2026主窗口,独立数据集,人类上游数据,true,false,第一视角人类交互,人类手/上身,上游,,,真实世界交互式助手,,,需申请/注册,需同意许可后下载,入口已验证,未核验,,HoloAssist (2023),https://arxiv.org/abs/2309.17024,https://arxiv.org/abs/2309.17024；https://holoassist.github.io/,A,OpenAlex精确题名检索,,2026-09-02,196,较高影响,528.3,来源与开放状态已核验,论文/数据卡与官方项目入口交叉核验,2,https://holoassist.github.io/,https://www.semanticscholar.org/paper/6ec855b6c80a258200e41b65f118c6116ab908a6
R0086,oakink2,OakInk2,2024,2022—2026主窗口,独立数据集,人类上游数据,true,false,真实人类,人类双手/上身,上游,,,双手长时程物体交互,RGB-D;MANO;物体位姿;语言/任务结构,项目格式,开放状态待核验,申请/项目访问,待核验,研究条款,,OakInk2 (2024),https://oakink.net/,https://oakink.net/；https://arxiv.org/abs/2403.19417,A,原64项深读台账,,2026-09-02,108,较高影响,469.1,来源已核验·开放待确认,论文/数据卡与既有官方来源交叉核验,2,,https://www.semanticscholar.org/paper/be4fce2c9d6e1833cd92c6f1ba9872ea3142876f
R0084,hot3d,HOT3D,2024,2022—2026主窗口,独立数据集,人类上游数据,true,false,第一视角多模态,人类手物,上游,,,3D手和物体跟踪,,,可直接下载,数据可下载/按许可,是,未核验,,HOT3D (2024),https://arxiv.org/abs/2406.09598,https://arxiv.org/abs/2406.09598；https://facebookresearch.github.io/hot3d/,A,arXiv精确题名检索,,2026-09-02,56,较高影响,404.3,来源与开放状态已核验,论文/数据卡与官方项目入口交叉核验,2,https://facebookresearch.github.io/hot3d/,https://www.semanticscholar.org/paper/4488d4bcca664d0ddb6ea6ecb35b7eb8cc15c00f
R0080,core4d,CORE4D,2024,2022—2026主窗口,独立数据集,人类上游数据,true,false,MoCap/4D重建,双人全身+物体,上游,,,协作物体重排,,,未发现公开入口,论文身份与资源描述已核验；截至2026-09-02未发现可交叉确认的独立项目或下载入口,待核验,未核验,,CORE4D (2024),https://arxiv.org/abs/2406.19353,https://arxiv.org/abs/2406.19353,B,OpenAlex精确题名检索,,2026-09-02,45,较高影响,382.9,论文已核验·未见独立入口,论文身份与摘要已核验；截至2026-09-02未检出可交叉确认的独立项目或下载入口,1,,https://www.semanticscholar.org/paper/eb885c05e45a1aa0be7bafb32732c03f3c6030e6
R0016,intercap,InterCap,2022,2022—2026主窗口,独立数据集,人类上游数据,true,false,多视角RGB-D,人类全身+物体,上游,,,人-物交互3D跟踪,,,未发现公开入口,论文身份与资源描述已核验；截至2026-09-02未发现可交叉确认的独立项目或下载入口,待核验,未核验,,InterCap (2022),https://arxiv.org/abs/2203.11725,https://arxiv.org/abs/2203.11725,B,OpenAlex精确题名检索,,2026-09-02,43,较高影响,378.4,论文已核验·未见独立入口,论文身份与摘要已核验；截至2026-09-02未检出可交叉确认的独立项目或下载入口,1,,https://www.semanticscholar.org/paper/654d0f1e7649d179180346f541245918fe4ea797
R0098,humoto,HUMOTO,2025,2022—2026主窗口,独立数据集,人类上游数据,true,false,MoCap,人类全身+物体,上游,,,4D人-物交互,,,部分开放/分散获取,论文公开；数据按项目提供,部分,未核验,,HUMOTO (2025),https://arxiv.org/abs/2504.10414,https://arxiv.org/abs/2504.10414；https://jiaxin-lu.github.io/humoto/,A,arXiv精确题名检索,,2026-09-02,39,成长中,368.9,来源与开放状态已核验,论文/数据卡与官方项目入口交叉核验,2,https://jiaxin-lu.github.io/humoto/,https://www.semanticscholar.org/paper/d1da2d0349218df6d45de4a445c8667e84246e34
R0093,emma-egocentric-human-data,EMMA Egocentric Human Data,2025,2022—2026主窗口,独立数据集,人类上游数据,true,false,第一视角人类移动操作示范,人类→移动机械臂,上游,,,移动操作、导航与操作联合迁移,第一视角视觉;人体移动与操作示范,,仅代码/论文,论文与官方项目/代码入口已核验；未确认独立数据包,待核验,未核验,,EMMA Egocentric Human Data (2025),https://arxiv.org/abs/2509.04443,https://arxiv.org/abs/2509.04443；https://ego-moma.github.io/,A,arXiv第四轮查漏,,2026-09-02,35,成长中,358.4,来源与开放状态已核验,论文/数据卡与官方项目入口交叉核验,2,https://ego-moma.github.io/,https://www.semanticscholar.org/paper/9167792b50185667554c83066082095272206a73
R0083,ho-cap,HO-Cap,2024,2022—2026主窗口,独立数据集,人类上游数据,true,false,多视角采集,人类手物,上游,,,手物重建与姿态跟踪,,,可直接下载,项目数据开放,是,未核验,,HO-Cap (2024),https://arxiv.org/abs/2406.06843,https://arxiv.org/abs/2406.06843,B,arXiv精确题名检索,,2026-09-02,30,成长中,343.4,论文已核验·未见独立入口,论文身份与摘要已核验；截至2026-09-02未检出可交叉确认的独立项目或下载入口,1,,https://www.semanticscholar.org/paper/badfbb8840137cdff4df97f19ecc574996352481
